


[SETUP] WAIT 4...
[SETUP] WAIT 3...
[SETUP] WAIT 2...
[SETUP] WAIT 1...
2,1,89
3,1,84
4,1,80
5,1,80
6,1,81
7,1,85
8,1,84
9,1,80
10,1,79
11,1,76
12,1,75
13,1,84
14,1,88
15,1,85
16,1,75
17,1,76
18,1,81
19,1,80
20,1,78
21,1,76
22,1,75
23,1,93
24,1,79
25,1,73
26,1,87
27,1,88
28,1,86
29,1,85
30,1,78
31,1,83
32,1,86
33,1,76
34,1,76
35,1,77
36,1,82
37,1,80
38,1,79
39,1,80
40,1,82
41,1,76
42,1,79
43,1,80
44,1,78
45,1,87
46,1,77
47,1,88
48,1,77
49,1,77
50,1,79
51,1,76
52,0,3621
53,1,85
54,1,80
55,1,77
56,1,96
57,1,76
58,1,85
59,1,400
60,1,78
61,1,81
62,1,76
63,1,76
64,1,216
65,1,159
66,1,195
67,1,102
68,1,85
69,1,75
70,1,81
71,1,80
72,1,100
73,1,75
74,1,80
75,1,77
76,1,79
77,1,87
78,1,75
79,1,76
80,1,82
81,1,80
82,1,77
83,1,379
84,1,169
85,1,734
86,1,230
87,1,83
88,1,84
89,1,90
90,1,72
91,1,76
92,1,99
93,1,76
94,1,87
95,1,91
96,1,98
97,1,79
98,1,82
99,1,80
100,1,81
101,1,77
102,1,78
103,1,89
104,1,76
105,1,74
106,1,81
107,1,76
108,1,80
109,1,97
110,1,81
111,1,79
112,1,76
113,1,78
114,1,76
115,1,73
116,1,83
117,1,78
118,1,77
119,1,79
120,1,75
121,1,90
122,1,81
123,1,86
124,1,89
125,1,73
126,1,76
127,1,78
128,1,79
129,1,79
130,1,82
131,1,79
132,1,76
133,1,78
134,1,81
135,1,83
136,1,77
137,1,79
138,1,93
139,1,81
140,1,78
141,1,79
142,1,79
143,1,80
144,1,74
145,1,97
146,1,82
147,1,75
148,1,79
149,1,76
150,1,71
151,1,76
152,1,85
153,1,82
154,1,82
155,1,78
156,1,71
157,1,163
158,1,178
159,1,145
160,1,253
161,1,79
162,1,76
163,1,632
164,1,154
165,1,118
166,1,87
167,1,84
168,1,78
169,1,88
170,1,81
171,1,86
172,1,77
173,1,98
174,1,79
175,1,95
176,1,77
177,1,83
178,1,75
179,1,81
180,1,89
181,1,83
182,1,95
183,1,79
184,1,171
185,1,80
186,1,84
187,1,80
188,1,78
189,1,78
190,1,80
191,1,79
192,1,85
193,1,81
194,1,81
195,1,81
196,1,85
197,1,76
198,1,77
199,1,76
200,1,77
201,1,81
202,1,80
203,1,83
204,1,81
205,1,85
206,1,78
207,1,83
208,1,81
209,1,70
210,1,73
211,1,77
212,1,83
213,1,76
214,1,92
215,1,77
216,1,89
217,1,78
218,1,78
219,1,81
220,1,78
221,1,72
222,1,81
223,1,81
224,1,78
225,1,77
226,1,78
227,1,81
228,1,77
229,1,80
230,1,88
231,1,77
232,1,80
233,1,81
234,1,79
235,1,85
236,1,76
237,1,80
238,1,83
239,1,83
240,1,76
241,1,80
242,1,75
243,1,84
244,1,73
245,1,83
246,1,82
247,1,458
248,1,185
249,1,471
250,1,143
251,1,76
252,1,241
253,1,114
254,1,190
255,1,98
256,1,78
257,1,87
258,1,83
259,1,80
260,1,78
261,1,78
262,1,83
263,1,77
264,1,78
265,1,223
266,1,83
267,1,78
268,1,77
269,1,79
270,1,83
271,1,78
272,1,78
273,1,81
274,1,80
275,1,87
276,1,86
277,1,85
278,1,82
279,1,78
280,1,76
281,1,83
282,1,84
283,1,90
284,1,80
285,1,96
286,1,82
287,1,80
288,1,81
289,1,95
290,1,76
291,1,76
292,1,79
293,1,82
294,1,79
295,1,80
296,1,92
297,1,99
298,1,75
299,1,92
300,1,93
301,1,111
302,1,263
303,1,98
304,1,80
305,1,78
306,1,77
307,1,80
308,1,79
309,1,227
310,1,190
311,1,172
312,1,117
313,1,109
314,1,78
315,1,108
316,1,166
317,1,157
318,1,75
319,1,84
320,1,84
321,1,79
322,1,87
323,1,89
324,1,76
325,1,74
326,1,77
327,1,83
328,1,75
329,1,77
330,1,90
331,1,84
332,1,81
333,1,87
334,1,90
335,1,80
336,1,88
337,1,83
338,1,80
339,1,84
340,1,79
341,1,78
342,1,72
343,1,78
344,1,78
345,1,77
346,1,80
347,1,81
348,1,81
349,1,82
350,1,82
351,1,79
352,1,84
353,1,78
354,1,81
355,1,96
356,1,78
357,1,77
358,1,79
359,1,78
360,1,78
361,1,82
362,1,78
363,1,76
364,1,76
365,1,80
366,1,86
367,1,80
368,1,82
369,1,82
370,1,81
371,1,83
372,1,79
373,1,79
374,1,78
375,1,79
376,1,142
377,1,74
378,1,80
379,1,78
380,1,79
381,1,80
382,1,83
383,1,81
384,1,82
385,1,74
386,1,81
387,1,84
388,1,80
389,1,73
390,1,77
391,1,76
392,1,83
393,1,79
394,1,79
395,1,78
396,1,77
397,1,77
398,1,90
399,1,81
400,1,84
401,1,78
402,1,145
403,1,88
404,1,83
405,1,82
406,1,80
407,1,74
408,1,84
409,1,78
410,1,81
411,1,78
412,1,84
413,1,82
414,1,80
415,1,438
416,1,76
417,1,84
418,1,79
419,1,79
420,1,77
421,1,73
422,1,81
423,1,77
424,1,78
425,1,82
426,1,85
427,1,80
428,1,78
429,1,83
430,1,81
431,1,81
432,1,79
433,1,77
434,1,82
435,1,74
436,1,76
437,1,84
438,1,84
439,1,77
440,1,176
441,1,78
442,1,75
443,1,77
444,1,86
445,1,78
446,1,78
447,1,88
448,1,81
449,1,86
450,1,77
451,1,77
452,1,81
453,1,79
454,1,78
455,1,76
456,1,76
457,1,75
458,1,79
459,1,80
460,1,71
461,1,72
462,1,89
463,1,84
464,1,77
465,1,76
466,1,73
467,1,76
468,1,77
469,1,79
470,1,195
471,1,89
472,1,195
473,1,80
474,1,86
475,1,80
476,1,94
477,1,76
478,1,79
479,1,76
480,1,83
481,1,79
482,1,78
483,1,83
484,1,76
485,1,80
486,1,78
487,1,79
488,1,86
489,1,77
490,1,81
491,1,78
492,1,103
493,1,81
494,1,80
495,1,77
496,1,75
497,1,81
498,1,78
499,1,78
500,1,79
501,1,86
502,1,81
503,1,80
504,1,74
505,1,88
506,1,81
507,1,84
508,1,89
509,1,136
510,1,75
511,1,83
512,1,77
513,1,91
514,1,164
515,1,88
516,1,94
517,1,79
518,1,73
519,1,82
520,1,83
521,1,79
522,1,81
523,1,85
524,1,79
525,1,80
526,1,77
527,1,76
528,1,87
529,1,80
530,1,82
531,1,77
532,1,77
533,1,78
534,1,83
535,1,81
536,1,78
537,1,80
538,1,83
539,1,76
540,1,78
541,1,83
542,1,82
543,1,84
544,1,75
545,1,78
546,1,74
547,1,81
548,1,78
549,1,302
550,1,83
551,1,78
552,1,83
553,1,85
554,1,79
555,1,83
556,1,75
557,1,74
558,1,82
559,1,108
560,1,83
561,1,79
562,1,75
563,1,77
564,1,79
565,1,83
566,1,77
567,1,85
568,1,73
569,1,80
570,1,117
571,1,93
572,1,83
573,1,82
574,1,79
575,1,106
576,1,78
577,1,74
578,1,79
579,1,79
580,1,73
